entry_time,exit_time,entry_price,exit_price,quantity,pnl,commission,entry_type,exit_reason,signal_time,window_start
2025-02-26 16:30:00+0000,2025-02-26 16:30:00+0000,0.3143,0.3221575,26.48743238943684,0.20138174999999894,0.006743249999999999,buy,take_profit_1,2025-02-26 16:25:00+0000,2025-02-26 14:35:00+0000
2025-03-02 17:35:00+0000,2025-03-02 17:35:00+0000,0.2965,0.3039125,28.077571669477233,0.20138174999999967,0.006743249999999999,buy,take_profit_1,2025-03-02 17:30:00+0000,2025-03-02 17:30:00+0000
2025-03-02 17:35:00+0000,2025-03-02 17:40:00+0000,0.2965,0.30539499999999997,28.077571669477233,0.2429900999999996,0.006759899999999999,buy,take_profit_2,2025-03-02 17:30:00+0000,2025-03-02 17:30:00+0000
2025-03-02 17:35:00+0000,2025-03-02 17:45:00+0000,0.2965,0.307767,28.161888701517714,0.31049308000000087,0.006806920000000002,buy,take_profit_3,2025-03-02 17:30:00+0000,2025-03-02 17:30:00+0000
2025-03-02 18:25:00+0000,2025-03-02 18:55:00+0000,0.3059,0.3135475,27.214776070611308,0.20138174999999925,0.006743249999999999,buy,take_profit_1,2025-03-02 18:20:00+0000,2025-03-02 17:30:00+0000
2025-03-02 18:25:00+0000,2025-03-02 19:00:00+0000,0.3059,0.315077,27.214776070611308,0.2429900999999997,0.006759899999999999,buy,take_profit_2,2025-03-02 18:20:00+0000,2025-03-02 17:30:00+0000
2025-03-02 18:25:00+0000,2025-03-02 19:05:00+0000,0.3059,0.31752420000000003,27.29650212487742,0.3104930800000009,0.006806920000000003,buy,take_profit_3,2025-03-02 18:20:00+0000,2025-03-02 17:30:00+0000
2025-03-05 20:10:00+0000,2025-03-05 20:50:00+0000,0.2891,0.2963275,28.79626426841923,0.20138174999999991,0.00674325,buy,take_profit_1,2025-03-05 20:05:00+0000,2025-03-05 19:00:00+0000
2025-03-05 20:10:00+0000,2025-03-05 20:55:00+0000,0.2891,0.297773,28.79626426841923,0.24299009999999957,0.0067599,buy,take_profit_2,2025-03-05 20:05:00+0000,2025-03-05 19:00:00+0000
2025-03-05 21:40:00+0000,2025-03-05 22:55:00+0000,0.2984,0.30585999999999997,27.898793565683643,0.20138174999999905,0.006743249999999999,buy,take_profit_1,2025-03-05 21:35:00+0000,2025-03-05 21:05:00+0000
2025-03-05 21:40:00+0000,2025-03-05 23:00:00+0000,0.2984,0.307352,27.898793565683643,0.2429901000000004,0.0067599,buy,take_profit_2,2025-03-05 21:35:00+0000,2025-03-05 21:05:00+0000
2025-03-06 02:35:00+0000,2025-03-06 03:00:00+0000,0.3159,0.32379749999999996,26.35327635327635,0.20138174999999855,0.006743249999999999,buy,take_profit_1,2025-03-06 02:30:00+0000,2025-03-06 01:15:00+0000
2025-03-19 00:15:00+0000,2025-03-19 00:40:00+0000,0.301,0.30852499999999994,27.657807308970096,0.20138174999999853,0.006743249999999999,buy,take_profit_1,2025-03-19 00:10:00+0000,2025-03-19 00:00:00+0000
2025-03-19 15:00:00+0000,2025-03-19 15:40:00+0000,0.3465,0.35516249999999994,24.025974025974023,0.20138174999999905,0.0067432499999999975,buy,take_profit_1,2025-03-19 14:55:00+0000,2025-03-19 14:05:00+0000
2025-03-19 15:00:00+0000,2025-03-19 15:45:00+0000,0.3465,0.35689499999999996,24.025974025974023,0.24299009999999965,0.006759899999999999,buy,take_profit_2,2025-03-19 14:55:00+0000,2025-03-19 14:05:00+0000
2025-03-31 17:25:00+0000,2025-03-31 18:30:00+0000,0.4469,0.4580725,18.62832848511971,0.20138174999999947,0.006743249999999999,buy,take_profit_1,2025-03-31 17:20:00+0000,2025-03-31 17:05:00+0000
2025-03-31 17:25:00+0000,2025-03-31 18:35:00+0000,0.4469,0.460307,18.62832848511971,0.2429901,0.006759899999999999,buy,take_profit_2,2025-03-31 17:20:00+0000,2025-03-31 17:05:00+0000
2025-04-03 22:00:00+0000,2025-04-03 22:55:00+0000,0.4078,0.41799499999999995,20.414418832761157,0.20138174999999905,0.006743249999999999,buy,take_profit_1,2025-04-03 21:55:00+0000,2025-04-03 21:15:00+0000
2025-04-03 22:00:00+0000,2025-04-03 23:00:00+0000,0.4078,0.420034,20.414418832761157,0.24299010000000046,0.0067599,buy,take_profit_2,2025-04-03 21:55:00+0000,2025-04-03 21:15:00+0000
2025-04-03 23:50:00+0000,2025-04-04 01:00:00+0000,0.4183,0.42875749999999996,19.901984221850345,0.20138174999999903,0.006743249999999999,buy,take_profit_1,2025-04-03 23:45:00+0000,2025-04-03 23:20:00+0000
2025-04-03 23:50:00+0000,2025-04-04 01:10:00+0000,0.4183,0.43084900000000004,19.901984221850345,0.2429901000000006,0.0067599,buy,take_profit_2,2025-04-03 23:45:00+0000,2025-04-03 23:20:00+0000
2025-04-03 23:50:00+0000,2025-04-04 01:15:00+0000,0.4183,0.4341954,19.96174994023428,0.3104930800000001,0.006806919999999999,buy,take_profit_3,2025-04-03 23:45:00+0000,2025-04-03 23:20:00+0000
2025-04-04 21:40:00+0000,2025-04-04 21:45:00+0000,0.4997,0.5121924999999999,16.659995997598557,0.20138174999999933,0.006743249999999999,buy,take_profit_1,2025-04-04 21:35:00+0000,2025-04-04 20:10:00+0000
2025-04-04 21:40:00+0000,2025-04-04 21:50:00+0000,0.4997,0.514691,16.659995997598557,0.2429901000000005,0.0067599,buy,take_profit_2,2025-04-04 21:35:00+0000,2025-04-04 20:10:00+0000
2025-04-04 21:40:00+0000,2025-04-04 21:55:00+0000,0.4997,0.5186885999999999,16.710026015609373,0.3104930799999996,0.006806920000000003,buy,take_profit_3,2025-04-04 21:35:00+0000,2025-04-04 20:10:00+0000
